[burgers] q=8 N=256 nu=3.0e-02 cfl=0.1 dt=3.9063e-04 n_steps=920 method=cole_hopf_circuit
[_run_shots_measure_reprepare] segment 58/92 steps 571-580 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 58/92 done in 269.3s p_success=0.9967 cumulative_norm=7.9252e+00
[_run_shots_measure_reprepare] segment 59/92 steps 581-590 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 59/92 done in 273.1s p_success=0.9967 cumulative_norm=7.9122e+00
[_run_shots_measure_reprepare] segment 60/92 steps 591-600 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 60/92 done in 267.4s p_success=0.9968 cumulative_norm=7.8995e+00
[_run_shots_measure_reprepare] segment 61/92 steps 601-610 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 61/92 done in 270.4s p_success=0.9967 cumulative_norm=7.8865e+00
[_run_shots_measure_reprepare] segment 62/92 steps 611-620 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 62/92 done in 273.2s p_success=0.9967 cumulative_norm=7.8736e+00
[_run_shots_measure_reprepare] segment 63/92 steps 621-630 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 63/92 done in 270.2s p_success=0.9968 cumulative_norm=7.8609e+00
[_run_shots_measure_reprepare] segment 64/92 steps 631-640 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 64/92 done in 273.3s p_success=0.9967 cumulative_norm=7.8481e+00
[_run_shots_measure_reprepare] segment 65/92 steps 641-650 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 65/92 done in 274.1s p_success=0.9967 cumulative_norm=7.8352e+00
[_run_shots_measure_reprepare] segment 66/92 steps 651-660 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 66/92 done in 268.9s p_success=0.9967 cumulative_norm=7.8224e+00
[_run_shots_measure_reprepare] segment 67/92 steps 661-670 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 67/92 done in 269.3s p_success=0.9967 cumulative_norm=7.8096e+00
[_run_shots_measure_reprepare] segment 68/92 steps 671-680 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 68/92 done in 270.1s p_success=0.9967 cumulative_norm=7.7969e+00
[_run_shots_measure_reprepare] segment 69/92 steps 681-690 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 69/92 done in 272.9s p_success=0.9967 cumulative_norm=7.7840e+00
[_run_shots_measure_reprepare] segment 70/92 steps 691-700 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 70/92 done in 271.9s p_success=0.9967 cumulative_norm=7.7713e+00
[_run_shots_measure_reprepare] segment 71/92 steps 701-710 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 71/92 done in 268.5s p_success=0.9967 cumulative_norm=7.7586e+00
[_run_shots_measure_reprepare] segment 72/92 steps 711-720 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 72/92 done in 269.2s p_success=0.9967 cumulative_norm=7.7456e+00
[_run_shots_measure_reprepare] segment 73/92 steps 721-730 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 73/92 done in 269.5s p_success=0.9966 cumulative_norm=7.7324e+00
[_run_shots_measure_reprepare] segment 74/92 steps 731-740 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 74/92 done in 271.1s p_success=0.9966 cumulative_norm=7.7193e+00
[_run_shots_measure_reprepare] segment 75/92 steps 741-750 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 75/92 done in 271.1s p_success=0.9966 cumulative_norm=7.7062e+00
[_run_shots_measure_reprepare] segment 76/92 steps 751-760 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 76/92 done in 273.1s p_success=0.9966 cumulative_norm=7.6931e+00
[_run_shots_measure_reprepare] segment 77/92 steps 761-770 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 77/92 done in 266.4s p_success=0.9966 cumulative_norm=7.6801e+00
[_run_shots_measure_reprepare] segment 78/92 steps 771-780 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 78/92 done in 268.6s p_success=0.9966 cumulative_norm=7.6670e+00
[_run_shots_measure_reprepare] segment 79/92 steps 781-790 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 79/92 done in 269.6s p_success=0.9966 cumulative_norm=7.6539e+00
[_run_shots_measure_reprepare] segment 80/92 steps 791-800 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 80/92 done in 269.2s p_success=0.9966 cumulative_norm=7.6407e+00
[_run_shots_measure_reprepare] segment 81/92 steps 801-810 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 81/92 done in 273.0s p_success=0.9966 cumulative_norm=7.6275e+00
[_run_shots_measure_reprepare] segment 82/92 steps 811-820 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 82/92 done in 272.0s p_success=0.9965 cumulative_norm=7.6143e+00
[_run_shots_measure_reprepare] segment 83/92 steps 821-830 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 83/92 done in 271.2s p_success=0.9965 cumulative_norm=7.6009e+00
[_run_shots_measure_reprepare] segment 84/92 steps 831-840 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 84/92 done in 267.8s p_success=0.9964 cumulative_norm=7.5874e+00
[_run_shots_measure_reprepare] segment 85/92 steps 841-850 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 85/92 done in 270.4s p_success=0.9964 cumulative_norm=7.5739e+00
[_run_shots_measure_reprepare] segment 86/92 steps 851-860 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 86/92 done in 271.1s p_success=0.9965 cumulative_norm=7.5606e+00
[_run_shots_measure_reprepare] segment 87/92 steps 861-870 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 87/92 done in 274.0s p_success=0.9964 cumulative_norm=7.5469e+00
[_run_shots_measure_reprepare] segment 88/92 steps 871-880 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 88/92 done in 272.7s p_success=0.9964 cumulative_norm=7.5332e+00
[_run_shots_measure_reprepare] segment 89/92 steps 881-890 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 89/92 done in 271.6s p_success=0.9964 cumulative_norm=7.5196e+00
[_run_shots_measure_reprepare] segment 90/92 steps 891-900 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 90/92 done in 272.2s p_success=0.9964 cumulative_norm=7.5059e+00
[_run_shots_measure_reprepare] segment 91/92 steps 901-910 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 91/92 done in 272.9s p_success=0.9964 cumulative_norm=7.4923e+00
[_run_shots_measure_reprepare] segment 92/92 steps 911-920 depth=2579 transpiling ...
[_run_shots_measure_reprepare] segment 92/92 done in 270.6s p_success=0.9963 cumulative_norm=7.4785e+00
[_run_shots_measure_reprepare] all 92 segments done in 24549.9s
[cole_hopf_circuit] shots step 920/920 P_success=0.996
[burgers] method done 24550.68s
